SURAT LALU LINTAS KEIMIGRASIAN KANIM PKP,,,,,,,,,,,,
TAHUN 2026,,,,,,,,,,,,
NO,Tanggal,Klasifikasi,,,,Jenis,Nomor,Nomor,Isi Ringkasan,Nomor Surat,Pengelola,Status
1238,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1239,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1240,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1241,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1242,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1243,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1244,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1245,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1246,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1247,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1248,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1249,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1250,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1251,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1252,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1253,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1254,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1255,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1256,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1257,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1258,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1259,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1260,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1261,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1262,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1263,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1264,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1265,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1266,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1267,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1268,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1269,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1270,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1271,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1272,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1273,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1274,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1275,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1276,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1277,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1278,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1279,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1280,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1281,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1282,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1283,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1284,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1285,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1286,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1287,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1288,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1289,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1290,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1291,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1292,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1293,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1294,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1295,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1296,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1297,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1298,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1299,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1300,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1301,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1302,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1303,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1304,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1305,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1306,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1307,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1308,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1309,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1310,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1311,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1312,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1313,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1314,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1315,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1316,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1317,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1318,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1319,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1320,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1321,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1322,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1323,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1324,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1325,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1326,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1327,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1328,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1329,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1330,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1331,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1332,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1333,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1334,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1335,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1336,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1337,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1338,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1339,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1340,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1341,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1342,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1343,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1344,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1345,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1346,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1347,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1348,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1349,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1350,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1351,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1352,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1353,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1354,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1355,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1356,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1357,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1358,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1359,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1360,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1361,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1362,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1363,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1364,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1365,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1366,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1367,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1368,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1369,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1370,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1371,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1372,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1373,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1374,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1375,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1376,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1377,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1378,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1379,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1380,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1381,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1382,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1383,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1384,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1385,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1386,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1387,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1388,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1389,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1390,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1391,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1392,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1393,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1394,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1395,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1396,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1397,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1398,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1399,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1400,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1401,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1402,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1403,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1404,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1405,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1406,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1407,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1408,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1409,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1410,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1411,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1412,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1413,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1414,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1415,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1416,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1417,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1418,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1419,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1420,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1421,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1422,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1423,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1424,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1425,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1426,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1427,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1428,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1429,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1430,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1431,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1432,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1433,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1434,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1435,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1436,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1437,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1438,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1439,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1440,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1441,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1442,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1443,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1444,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1445,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1446,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1447,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1448,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1449,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1450,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1451,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1452,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1453,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1454,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1455,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1456,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1457,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1458,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1459,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1460,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1461,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1462,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1463,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1464,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1465,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1466,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1467,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1468,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1469,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1470,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1471,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1472,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1473,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1474,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1475,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1476,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1477,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1478,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1479,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1480,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1481,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1482,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1483,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1484,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1485,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1486,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1487,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1488,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1489,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1490,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1491,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1492,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1493,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1494,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1495,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1496,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1497,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1498,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1499,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1500,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1501,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1502,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1503,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1504,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1505,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1506,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1507,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1508,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1509,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1510,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1511,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1512,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1513,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1514,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1515,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1516,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1517,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1518,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1519,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1520,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1521,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1522,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1523,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1524,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1525,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1526,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1527,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1528,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1529,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1530,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1531,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1532,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1533,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1534,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1535,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1536,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1537,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1538,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1539,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1540,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1541,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1542,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1543,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1544,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1545,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1546,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1547,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1548,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1549,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1550,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1551,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1552,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1553,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1554,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1555,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1556,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1557,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1558,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1559,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1560,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1561,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1562,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1563,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1564,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1565,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1566,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1567,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1568,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1569,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1570,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1571,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1572,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1573,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1574,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1575,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1576,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1577,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1578,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1579,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1580,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1581,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1582,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1583,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1584,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1585,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1586,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1587,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1588,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1589,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1590,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1591,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1592,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1593,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1594,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1595,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1596,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1597,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1598,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1599,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1600,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1601,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1602,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1603,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1604,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1605,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1606,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1607,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1608,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1609,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1610,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1611,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1612,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1613,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1614,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1615,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1616,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1617,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1618,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1619,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1620,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1621,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1622,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1623,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1624,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1625,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1626,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1627,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1628,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1629,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1630,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1631,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1632,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1633,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1634,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1635,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1636,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1637,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1638,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1639,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1640,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1641,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1642,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1643,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1644,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1645,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1646,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1647,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1648,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1649,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1650,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1651,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1652,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1653,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1654,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1655,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1656,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1657,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1658,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1659,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1660,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1661,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1662,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1663,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1664,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1665,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1666,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1667,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1668,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1669,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
1670,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
